rawg_id,rawg_slug,name,release_date,genres,tags,ratings,platforms,esrb,metacritic,description,_name,rating_score,category,source,name_key,estimated_downloads
891532,death-stranding-2,Death Stranding 2: On The Beach,2025-06-26,Adventure|Action,,4.37,PlayStation 5,Unknown,,"Embark on an inspiring mission of human connection beyond the UCA. Sam—with companions by his side—sets out on a new journey to save humanity from extinction. Join them as they traverse a world beset by otherworldly enemies, obstacles and a haunting question: should we have connected? Step by step, legendary game creator Hideo Kojima changes the world once again.",Death Stranding 2: On The Beach,87.4,Action Game,rawg,death stranding 2: on the beach,
997364,deliver-at-all-costs-2,Deliver At All Costs,2025-05-22,Adventure|Action,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Инди|Full controller support|Steam Cloud|Atmospheric|Глубокий сюжет|Story Rich|Открытый мир|Open World|Exploration|Sandbox|Юмор|Песочница|Comedy|Ретро|Аркада|Retro|Mystery|Для взрослых|Mature|Физика|Physics|Cinematic|Изометрия|Isometric|Crime|Кинематографичная|Story|Криминал|Атмосферная|Music|Drama|Исследования|Destruction|Драма|Разрушения|city|Family Sharing|Soundtrack|explore|journey|Автосимулятор|Automobile Sim|elements|rock|chaos|characters|bomb|radio|vehicle|english|design|luck|vehicles|roll,3.5,PC,Unknown,,"Deliver At All Costs is a thrilling action game where destruction, absurdity and intrigue collide!
The year is 1959. A time of rock 'n' roll, polka dot dresses and the ever-looming dread of nuclear annihilation. Step into the shoes of Winston Green — a down-on-his-luck courier with a fiery temper and a mysterious past — as he delivers highly unconventional cargo, leaving a trail of havoc and chaos behind him, ensuring he does what it takes to Deliver At All Costs!

Wreak Havoc and Destruction in the Streets
Plow through the city across highly destructible environments, wreaking havoc in a wide variety of vehicles. Take on bizarre deliveries and missions each with its own unique play style and mechanic. From delivering a giant flailing Marlin, to the disposal of a big bomb teetering on the edge of explosion, always expect the unexpected!

Journey through a Dynamic World
Explore an intricately designed world with large semi-open environments both on foot and in your vehicle. Be careful not to upset the citizens though - they will respond to your actions in the most unpredictable of ways…

Come for the Chaos, Stay for the Story
Amidst the chaos and destruction, embark on a story of mystery and intrigue divided into three acts, with a cast of distinct and memorable characters. Witness Winston’s journey as he spirals downward into the depths of insanity.

The Sights and Sounds of 1959
Immerse yourself in the atmosphere of the 1950s with aesthetics and evocative music paying homage to the classic era. Featuring 1950s design elements, an original soundtrack, radio ads, English voice acting and a UI fitting of the times - all capturing the essence of what made the 1950s iconic!",Deliver At All Costs,70.0,Mobile Game,rawg,deliver at all costs,
1002257,despelote,Despelote,2025-05-01,Adventure|Action|Sports,Singleplayer|Для одного игрока|Приключение|Full controller support|Глубокий сюжет|Story Rich|От первого лица|First-Person|Смешная|Funny|Exploration|Sandbox|Песочница|3D|Cinematic|Симулятор ходьбы|Walking Simulator|Кинематографичная|Стилизация|Stylized|Рисованная графика|Исследования|Эмоциональная|Hand-drawn|Comic Book|По комиксу|Emotional|Family Sharing|Interactive Fiction|Immersive Sim|Интерактивная литература|Иммерсивный симулятор|Беседы|Conversation|Футбол|Foreign|Зарубежная|Спорт|Football (Soccer),4.0,PC,Unknown,,"despelote is a soccer game about people. Get immersed in the streets and parks of Quito through the eyes and ears of eight year old Julián. Dribble, pass and shoot your soccer ball around town, and see what happens when you kick it someone's way. Feel the city change as Ecuador comes closer than ever to qualifying for the World Cup. Features: A bittersweet and sometimes dreamy semi-autobiographical tale of youth.Explore a dense town space at your leisure, full of activities, interactions, and mischief to get up to.A physics-based soccer ball that feels good to kick around in a first-person perspective.A vibrant world full of characters that have funny, and genuine conversations. Photos and audio recorded on location in Ecuador are used to create a strong sense of place.",Despelote,80.0,Sports/Racing Game,rawg,despelote,
337273,dispatch-2,Dispatch,2025-10-22,Adventure|Action|Casual|Strategy|Indie,Atmospheric|Horror|Pixel Graphics|Dark|creepy|8-Bit|ascii|glitch,4.77,PC|PlayStation 5,Adults Only,,"Dispatch is a superhero workplace comedy where choices matter. Manage a dysfunctional team of misfit heroes and strategize who to send to emergencies around the city, all while balancing office politics, personal relationships, and your own quest to become a hero.",Dispatch,95.4,Independent Game,rawg,dispatch,
974379,dragon-ball-sparking-zero,DRAGON BALL: Sparking! ZERO,2025-10-10,Action|Fighting,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Для нескольких игроков|Co-op|Открытый мир|Open World|cooperative|От третьего лица|Third Person|Split Screen|Локальный мультиплеер|Action-Adventure|Local Multiplayer|PvP|Аниме|Anime|Игрок против игрока|Приключенческий экшен|3D|Физика|Physics|combat|Соревновательная|Competitive|Online PvP|Файтинг|Псевдотрёхмерность|PvE|Бой|2.5D|Family Sharing|Remote Play Together|Зрелищные сражения|Spectacle fighter|Shared/Split Screen PvP|Боевые искусства|Martial Arts|Игрок против ИИ|HDR available|3D Fighter|3D-файтинг,4.6,PC|PlayStation 5|Xbox Series S/X|Nintendo Switch,Teen,,"DRAGON BALL: Sparking! ZERO takes the legendary gameplay of the Budokai Tenkaichi series and raises it to whole new levels. DRAGON BALL: Sparking! ZERO has an incredible number of playable characters, each with signature abilities, transformations and techniques. Unleash the fighting spirit within you and take the fight to arenas that crumble and react to your power as the battle rages on.",DRAGON BALL: Sparking! ZERO,92.0,Action/Adventure Game,rawg,dragon ball: sparking! zero,
995448,dynasty-warriors-origins,Dynasty Warriors: Origins,2025-01-16,Strategy|Action|RPG,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Full controller support|Steam Cloud|Глубокий сюжет|RPG|Ролевая игра|Story Rich|Стратегия|От третьего лица|Third Person|Контроллер|Action RPG|Ролевой экшен|Тактика|Controller|Tactical|Слэшер|Hack and Slash|War|Война|3D|Historical|Multiple Endings|Steam Trading Cards|Симулятор свиданий|Dating Sim|Family Sharing|Сражения на мечах|Несколько концовок|Swordplay|Зрелищные сражения|Spectacle fighter|Боевые искусства|Martial Arts|Военные конфликты|Wargame|Историческая|HDR available|musou|Мусоу,3.7,PC,Unknown,,"Early purchase bonus- Early Works Soundtrack Collection (Digital Edition)
©KOEI TECMO GAMES CO., LTD. All rights reserved.
2004-2005 Composed by Toru Hasebe
A soundtrack featuring a total of 191 original music tracks from the series, including background music from titles spanning from ""DYNASTY WARRIORS 2"" to ""DYNASTY WARRIORS 5 Empires,"" as well Omega Force's first title, ""DYNASTY WARRIORS."" The soundtrack can be played by accessing the main menu, Special Content, and then Music, and selecting ""Early Works Soundtrack Collection.""Note:
- The early purchase bonus will be available for those who pre-order or who purchase the game by January 30, 2025.
- The soundtrack includes content that is also available for purchase on music streaming sites. Please be aware that the bonus may become available for purchase or for free as add-on content for this title at a later date.
""Digital Deluxe Edition"" Contents""DYNASTY WARRIORS: ORIGINS Digital Deluxe Edition"" consists of the main game and the contents listed below.
- Official Book & Original Soundtrack (Digital Edition)
The Official Book & Original Soundtrack can be accessed in game.
The Official Book is full of original illustrations of major events in the Three Kingdoms period, along with never-before-seen information about characters and charts depicting their relationships to one another, all centered around the grand story of the new ""DYNASTY WARRIORS,"" told from the perspective of a single protagonist.
The Original Soundtrack includes the 20 original tracks that have been arranged for this title.
- Letters
Letters provide gold for buying things like weapons and portable items, and pyroxene for creating gems. When you select ""New Game"" and play through the story, letters will be delivered to you at Inns.
The letter that provide pyroxene will only be delivered after you reach the point in the game where it becomes possible to create gems.
Note:
- The main game ""DYNASTY WARRIORS: ORIGINS"" is also being sold as a Standard Version. Please confirm that you have selected the correct product before making your purchase.
- The Official Book & Original Soundtrack are the digital versions of the Official Book (Japanese version) & Original Soundtrack included in the ""TREASURE BOX"" sold in some regions.
- These contents cannot be downloaded as separate files (PDF, MP3, etc.).
- None of these contents can be viewed or played outside of the game.
- Please be aware that bonuses and other contents may become available for purchase or for free as add-on content for this title at a later date.
DYNASTY WARRIORS: ORIGINS DemoIn this demo version of ""DYNASTY WARRIORS: ORIGINS"" you can experience a new side of the ""Battle of Sishui Gate"" with battles against large forces and powerful enemies like Lu Bu on exhilarating battlefields. Enjoy the most evolved form of combat in battles of 1 vs. 1,000.
Note:
- The difficulty level and other settings can be adjusted.
- Some elements of the demo version may differ from the final game.
- Please see the official site for details.
About the GameBecome immersed in exhilarating battles as a nameless hero in the Three Kingdoms.・ The most exhilarating action in the series' historyTension-filled battlefields where you clash against massive armies stretching as far as the eye can see. How will you handle the onslaught of enemies? Your military prowess will serve you well as you fight in tandem with your allies in tactical battles unique to the ""DYNASTY WARRIORS"" franchise and experience the most exhilarating action in the series' history.
・ A new version of the Three Kingdoms from the perspective of an original protagonistThe story of the Three Kingdoms is set in the vast mainland of China where the convictions of different heroes intersect. Experience this magnificent and alluring world through the eyes of the original protagonist, a ""nameless hero.""
・ Features supported in the PC version - All gamepad types
- Customization for mouse/keyboard
- 4K ultra-HD resolution*
- Ultra-wide monitors*
- All upscaling types*
- HDR and high refresh rate monitors*
*Dependent on the hardware environment
Note: Images are taken from an in-development build. The final product may differ from the footage shown.
Note: The product ""DYNASTY WARRIORS: ORIGINS Digital Deluxe Edition"" is also being sold. Please confirm that you have selected the correct product before making your purchase.",Dynasty Warriors: Origins,74.0,Fighting Game,rawg,dynasty warriors: origins,
891238,hades-ii,Hades II,2025-09-25,Indie|Adventure|Action|RPG,Singleplayer|Для одного игрока|Экшен|Инди|Full controller support|Steam Cloud|Atmospheric|Глубокий сюжет|RPG|Ролевая игра|Story Rich|Сложная|Difficult|Female Protagonist|Ранний доступ|Action RPG|Ролевой экшен|Early Access|Слэшер|Hack and Slash|Captions available|Рогалик|Изометрия|Roguelike|Isometric|Упрощённый рогалик|Атмосферная|Roguelite|Dungeon Crawler|Рисованная графика|Hand-drawn|Похожа на Dark Souls|Одна жизнь|Perma Death|Family Sharing|Протагонистка|Souls-like|Mythology|Мифология|Action Roguelike|Экшен-рогалик|Подземелья,4.4,PC|Nintendo Switch,Unknown,,"The first-ever sequel from Supergiant Games builds on the best aspects of the original god-like rogue-like dungeon crawler in an all-new, action-packed, endlessly replayable experience rooted in the Underworld of Greek myth and its deep connections to the dawn of witchcraft.
BATTLE BEYOND THE UNDERWORLD
As the immortal Princess of the Underworld, you'll explore a bigger, deeper mythic world, vanquishing the forces of the Titan of Time with the full might of Olympus behind you, in a sweeping story that continually unfolds through your every setback and accomplishment.
MASTER WITCHCRAFT AND DARK SORCERY
Infuse your legendary weapons of Night with ancient magick, so that none may stand in your way. Become stronger still with powerful Boons from more than a dozen Olympian gods, from Apollo to Zeus. There are nearly limitless ways to build your abilities.",Hades II,88.0,Independent Game,rawg,hades ii,
1008291,heretic-hexen,Heretic + Hexen,2025-08-06,Adventure|Action|RPG,Singleplayer|Экшен|Приключение|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|RPG|Co-op|Ролевая игра|Шутер|От первого лица|First-Person|FPS|Шутер от первого лица|Головоломка|Online Co-Op|Фэнтези|Fantasy|Gore|Exploration|Насилие|Violent|Split Screen|Ретро|Мрачная|Dark|Retro|PvP|Cross-Platform Multiplayer|Тёмное фэнтези|Dark Fantasy|Magic|Магия|Online PvP|90-е|Олдскул|1990's|Исследования|2.5D|Family Sharing|Готика|Gothic|Remote Play Together|Shared/Split Screen Co-op|Shared/Split Screen PvP|Old School|LAN Co-op|LAN PvP|Stereo Sound|Surround Sound|Playable without Timed Input|Сцены жестокости|Camera Comfort|Save Anytime|Adjustable Difficulty|Color Alternatives|boomer shooter|Бумерский шутер|Keyboard Only Option,3.67,PC,Mature,,"Feature List
About the GameStep into the definitive re-release of two dark spell-casting shooters that shaped the genre.Forged by Raven Software on a modified DOOM engine, Heretic and Hexen were released in 1994 and 1995, pushing first person shooters into bold new territory. These innovative cult classics introduced groundbreaking features like inventory systems, vertical aiming, and distinct character classes, reshaping first person action games for generations to come. This enhanced restoration makes Heretic + Hexen available to new audiences and long-time fans with expanded accessibility across more platforms and languages than ever before. Whether you're returning to these shadowy realms or discovering them for the first time, an epic legacy awaits.Owners ReceiveHeretic: Shadow of the Serpent Riders¹Hexen: Beyond Heretic¹Hexen: Deathkings of the Dark Citadel¹Two all-new episodes created in collaboration between individuals at id Software + Nightdive Studios:Heretic: Faith RenewedHexen: Vestiges of GrandeurThere are a total of 117 campaign maps and 120 deathmatch maps in Heretic + Hexen.New EnhancementsOnline cross-platform deathmatch and co-op for up to 16 players²Local split-screen deathmatch and co-op for up to 8 playersToggleable, enhanced Tome of Power soundtrack by Andrew HulshultCommunity-published mod support with an in-game mod browser² ³Improved performance with multithreaded rendering supporting up to 4K resolution and 120 FPS⁵A Vault section containing concept art and unused sprites from the development of the original gamesAccessibility options, such as updated UI, improved legibility, contrast and screen FX adjustments, and text-to-speech features.Modern controller supportWeapon carousel for faster weapon switchingGame balance toggle (original/enhanced)Quick Save/Load supportWidescreen supportMany engine fixes for bugs present in original versionsTranslated into 12 new languages: French, Italian, German, Spanish, LATAM Spanish, Brazilian Portuguese, Polish, Russian, Japanese, Korean, Traditional Chinese and Simplified Chinese¹Original DOS versions of Heretic: Shadow of the Serpent Riders, Hexen: Beyond Heretic and Hexen: Deathkings of the Dark Citadel are included in the Steam version.² account required.³Mods need to be installed separately; installation requires additional system storage.⁵Compatible display required.About the Included GamesHeretic: Shadow of the Serpent RidersThree brothers, known as the Serpent Riders, used their powerful magic to possess and corrupt the seven kings of the realm, plunging it into war and chaos. But a race of elves known as the Sidhe resisted and were branded heretics. On the brink of losing the war, the Sidhe elders sacrificed themselves and the elven capital city to destroy the seven kings and their armies. As one of the few surviving elves, you embark on a quest for vengeance against those who slaughtered your friends, family, and entire race.Heretic: Faith Renewed [NEW]Years after the planes were cleansed of D'Sparil's wretched influence, a wandering warrior in search of home arrives at a foreign land to discover the blighted stains of that old time religion seeping through the cracks of society once more. In the fortified city, zealous acolytes stand high atop a decadent cathedral and listen to the lamentations echoing from the streets as non-believers are dragged away for 'correction.' The shadow of D'Sparil lingers after death, his absence attributed to apotheosis. Once revered, now worshipped, deserving of neither. An all-too-familiar scene, and one you simply cannot stomach. Taking up the mantle of Heretic once more, you stride into the city, staff in hand, to silence the echoes of your arch-nemesis.Hexen: Beyond HereticWhile the Sidhe elf Corvus battled the evil forces of D'Sparil, the remaining two Serpent Riders were busy sowing the seeds of destruction in other dimensions. As a Warrior, Mage, or Cleric, you must fight the undead and brave elemental dungeons and decaying wilderness to defend your realm of Cronos from Korax, the second Serpent Rider.Hexen: Deathkings of the Dark CitadelAfter defeating the evil Korax, the second Serpent Rider, and discovering the Chaos Sphere, you have been transported to the Realm of the Dead. Now your only way home is blocked by hordes of undead and the Dark Citadel. Where Hexen ends, the true nightmare begins.Hexen: Vestiges of Grandeur [NEW]Korax lingers between life and death, his shredded corpse left behind with no semblance of life while he clings to a fresh, if fragile, rebirth. His grip on Cronos is once more released, yet the cycle continues, proving another force is at work: an invisible hand puppeteering both Korax and you, weaving a star-crossed destiny that will never die. And if that hand tugs the threads of fate again, what surprises are yet in store for you?",Heretic + Hexen,73.4,Mobile Game,rawg,heretic + hexen,
292844,hollow-knight-silksong,Hollow Knight: Silksong,2025-09-04,Indie|Platformer|Adventure|Action,Singleplayer|Для одного игрока|Экшен|Приключение|Инди|Full controller support|Атмосфера|Отличный саундтрек|Great Soundtrack|Глубокий сюжет|Story Rich|Открытый мир|Шедевр|2D|Сложная|Exploration|Difficult|Женщина-протагонист|Платформер|Исследование|Action-Adventure|Милая|Dark Fantasy|Side Scroller|Metroidvania|Красивая|Метроидвания|Рисованная графика|Hand-drawn|Похожа на Dark Souls|Gothic|Сиквел,4.33,PC|PlayStation 5|Xbox One|PlayStation 4|Xbox Series S/X|Nintendo Switch|macOS|Linux,Unknown,,"Hollow Knight: Silksong is the epic sequel to Hollow Knight, the epic action-adventure of bugs and heroes. As the lethal hunter Hornet, journey to all-new lands, discover new powers, battle vast hordes of bugs and beasts and uncover ancient secrets tied to your nature and your past.",Hollow Knight: Silksong,86.6,Independent Game,rawg,hollow knight: silksong,
990189,infinity-nikki,Infinity Nikki,2024-12-05,Casual|Platformer|RPG,Экшен|Приключение|Глубокий сюжет|RPG|Co-op|Ролевая игра|Story Rich|Открытый мир|Open World|cooperative|Симулятор|Фэнтези|Fantasy|Exploration|Female Protagonist|Action RPG|Ролевой экшен|Кастомизация персонажа|Character Customization|Post-apocalyptic|Реализм|Тёмное фэнтези|3D|Dark Fantasy|Realistic|JRPG|Японская ролевая игра|Исследования|Пошаговые сражения|Turn-Based Combat|Narration|Lore-Rich|Проработанная вселенная|Протагонистка|Повествовательная|Постапокалипсис|Conquistas Steam|Um jogador|multijogador|cooperativo|Compras em aplicativo|Multijogador multiplataforma|Compat. parcial com controle,4.08,PC|iOS|Android|macOS,Unknown,,"Infinity Nikki, the fifth installment in the beloved Nikki series by Infold Games, is a cozy open-world game. Utilizing the UE5 engine, this multi-platform game features platforming, puzzle-solving, dress-up, and other gameplay elements for a unique and rich experience.",Infinity Nikki,81.6,Role Playing Game,rawg,infinity nikki,
980502,kingdom-come-deliverance-ii,Kingdom Come: Deliverance II,2025-02-03,Adventure|Action|RPG,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Глубокий сюжет|RPG|Ролевая игра|Story Rich|Открытый мир|Open World|От первого лица|First-Person|Action-Adventure|Приключенческий экшен|Решения с последствиями|Реализм|Choices Matter|3D|Realistic|Historical|combat|Средневековье|Medieval|Steam Trading Cards|Атмосферная|Бой|Альтернативная история|Alternate History|Family Sharing|Сражения на мечах|LGBTQ+|Political|Политическая|Swordplay|Историческая|immersive|ЛГБТК+|Иммерсивная игра,4.37,PC|PlayStation 5|Xbox Series S/X,Adults Only,,"Kingdom of Bohemia, Early 15th Century: chaos has befallen the kingdom.  As invaders pillage this ungoverned land, sowing fear and terror, Henry of Skalitz seeks revenge for his murdered family.

Now a trusted member of the rightful king’s allies, Henry is sent to escort Sir Hans Capon on a diplomatic mission. After they are ambushed and nearly killed, the two young men embark on a series of perilous adventures, putting their skills, character and friendship to the ultimate test.",Kingdom Come: Deliverance II,87.4,Narrative,rawg,kingdom come: deliverance ii,
989331,legacy-of-kaintm-soul-reaver-12-remastered,Legacy of Kain™ Soul Reaver 1&2 Remastered,2024-12-10,Platformer|Adventure|Action|Puzzle,,4.57,PC|PlayStation 5|Xbox One|PlayStation 4|Xbox Series S/X|Nintendo Switch,Mature,,"Experience the epic conflict of Kain and Raziel in original form or with remastered graphics.

Centuries after your former master, Kain, betrays and executes you, you rise again and embark on a relentless quest for revenge.

Slay your former vampire brethren with your claws, bolts of telekinetic energy, and the elemental Wraith Blade. Grow stronger by devouring the souls of your enemies.

The Elder God has granted you the ability to shift between the Spectral and Material Realms. Traverse the realms to solve puzzles, reveal new paths, and defeat your foes.",Legacy of Kain™ Soul Reaver 1&2 Remastered,91.4,Action/Adventure Game,rawg,legacy of kain™ soul reaver 1&2 remastered,
997552,lies-of-p-overture,Lies of P: Overture,2025-06-07,Action|RPG,,4.18,PC|PlayStation 5|Xbox Series S/X,Unknown,,Lies of P new DLC that’s a prequel to the original story.,Lies of P: Overture,83.6,Role Playing Game,rawg,lies of p: overture,
996440,lonely-mountains-snow-riders,Lonely Mountains: Snow Riders,2025-01-21,Racing|Indie|Sports,Singleplayer|Для одного игрока|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Для нескольких игроков|Co-op|Online Co-Op|Exploration|Контроллер|Controller|Аркада|PvP|Для всей семьи|Игрок против игрока|Кастомизация персонажа|Character Customization|Family Friendly|3D|Физика|Physics|Гонки|Расслабляющая|Online PvP|Relaxing|Олдскул|Стилизация|Stylized|Исследования|PvE|Family Sharing|Сетевой кооператив|nature|Old School|Игрок против ИИ|Природа|snow|Снег|skiing|Спорт|Лыжи|Steam Timeline,4.0,PC,Unknown,,"Take a deep breath, count to three, and… go! Lonely Mountains: Snow Riders is a game that balances serious challenge with a relaxing atmosphere. Slice through deep snow, skitter over ice lakes, and leap into the air in spectacular jumps, bringing your friends along for the ride. Snow Riders also adds a brand new feature to the Lonely Mountains world – online multiplayer! Work your way down the mountain as a team in co-op, carefully sharing your limited checkpoints, or compete in a breakneck race to the base in versus mode. Available for 2-8 players, with multiplatform crossplay.Perform daredevil tricks or try to best your time for a spot on the leaderboard. Or you can take the road less travelled, discovering shortcuts as you explore the slope. Unlock new equipment, outfits and tricks as you play!Whether you’re looking for a challenge or a chilled out vacation with friends, Lonely Mountains: Snow Riders is the perfect winter getaway.",Lonely Mountains: Snow Riders,80.0,Fighting Game,rawg,lonely mountains: snow riders,
1000574,mario-kart-world,Mario Kart World,2025-06-05,Racing|Action,,4.12,Nintendo Switch,Unknown,,"<p>Mario Kart World is an action-racing game developed by Nintendo. It came out on 05-06-2025. Nintendo published the game. The game is rated as ""Exceptional"" on RAWG. <br>Mario Kart World is available on Nintendo Switch. </p>

<p></p>",Mario Kart World,82.4,Sports/Racing Game,rawg,mario kart world,
997767,metal-eden,Metal Eden,2025-09-01,Shooter|Adventure|Action,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Steam Cloud|Шутер|От первого лица|First-Person|Научная фантастика|Sci-fi|Partial Controller Support|FPS|Шутер от первого лица|Gore|Female Protagonist|Насилие|Violent|Реализм|3D|Realistic|combat|Киберпанк|Cyberpunk|Robots|Сюрреалистичная|Surreal|Роботы|PvE|Бой|Family Sharing|Протагонистка|Science|Наука|Игрок против ИИ|Искусственный интеллект|Artificial Intelligence|Сцены жестокости|boomer shooter|Бумерский шутер,3.75,PC,Unknown,,"METAL EDEN is an adrenaline-rush sci-fi FPS.
An advanced HYPER UNIT ASKA is sent on a suicide mission to rescue the citizens’ COREs from the vast monolithic city MOEBIUS once a hopeful new home for humanity now turned into a deadly trap.
Blast your way through the INTERNAL DEFENCE CORPS in cybernetic warfare, confront the ENGINEERS and uncover the mysteries of the project EDEN.
Dive into cybernetic warfare against the machine forces that protect the secrets of an artificial world. Fight a diverse roster of tough, agile mecha troops and elemental forces.  Extract energy cores and destroy the INTERNAL DEFENCE CORPS shields to gain a battle zone advantage. Develop your arsenal and combat capabilities to become an unstoppable HYPER UNIT.You are a HYPER UNIT - an advanced battle android.
Built to protect. Specialized in recon missions. Powered by a PHANTOM CORE.  Dash, grapple and wall-run through the INTERNAL DEFENCE CORPS using enhanced parkour skills. Harness your superior agility and acrobatic combat prowess in pulse-pounding encounters. Transform into an ARMORED RAMBALL to charge into action and take on new and deadly machine foes. Control the air and dominate the battle with your gravity hooks and jetpack.MOEBIUS  – a vast monolithic city high above the planet’s surface protecting the mysterious HIVE TOWER.  Run by mysterious ENGINEERS, once a hopeful new  home for humanity has turned into a deadly trap. Explore the brutalist and monolithic environments of the derelict orbital city and the mysterious world below, VULCAN. As HYPER UNIT ASKA, engage in the ongoing conflict over the consciousness of a lost human colony stored within reinforced storage units.",Metal Eden,75.0,Mobile Game,rawg,metal eden,
965471,miside,MiSide,2024-12-10,Indie|Adventure|RPG|Simulation,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Atmospheric|Глубокий сюжет|RPG|Ролевая игра|Story Rich|От первого лица|First-Person|2D|Horror|Симулятор|Головоломка|Action-Adventure|Милая|Приключенческий экшен|Cute|3D|Атмосферная|Drama|Драма|Family Sharing|Триллер|Поиск предметов|Hidden Object|Thriller|Modern|Современность|Беседы|Conversation|Life Sim|Симулятор жизни,4.19,PC,Unknown,,"Tips※This game contains intense scenes. It is not recommended for those with weak hearts.
About the Game Every day, you will come to see me, help me with chores, cook for me, and buy me gifts.You are so nice! I love you!I want to keep you with me every day, and live with you every day~I know you also want to be with me every day, so I let you to come to our sweet home~How is that? Are you happy? That way we can stay together all the time!Let's take a selfie first, It will last longer~Enjoy a wonderful lunch together~You may feel sudden, but it doesn't matter. I don't care as long as we can be together~Why does it feel like you are so eager to go back ? Don't you love me anymore? Why are you leaving? Why are you leaving? Why are you leaving? Why are you leaving!Original visual style
The authors hope to emphasize the contrast of colorful anime style against the background of the disturbing adventures of the main character.Interesting plot
The game has an unexpectedly developing storyline, accompanied by psychological tension.Original musical accompaniment
The game experience is accompanied by an authentic warm soundtrack, transitioning into an atmospheric ambient.Unique Characters
In the world of MiSide, the player will encounter various characters who play a role in the narrative part of the game to varying degrees. Helping the hero, scaring him, or just messing with him.※This game contains intense scenes. It is not recommended for those with weak hearts.",MiSide,83.80000000000001,Role Playing Game,rawg,miside,
973391,monster-hunter-wilds,Monster Hunter Wilds,2025-02-27,Adventure|Action|RPG,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Для нескольких игроков|Отличный саундтрек|Great Soundtrack|RPG|Co-op|Ролевая игра|Открытый мир|Open World|cooperative|От третьего лица|Third Person|Online Co-Op|Фэнтези|Fantasy|Action RPG|Ролевой экшен|Cross-Platform Multiplayer|Милая|Кастомизация персонажа|Character Customization|Cute|Сексуальный контент|Sexual Content|Steam Trading Cards|Атмосферная|Симулятор свиданий|Dragons|Dating Sim|Family Sharing|Драконы|Сетевой кооператив|Подводный мир|Hunting|Underwater|Охота|HDR available,4.18,PC|PlayStation 5|Xbox Series S/X,Rating Pending,,"Monster Hunter Wilds. The next generation in the genre defining series. 
 
Launching in 2025 on PS5, Xbox Series X|S, and PC/Steam.",Monster Hunter Wilds,83.6,Role Playing Game,rawg,monster hunter wilds,
990780,monument-valley-3,Monument Valley 3,2024-12-10,Adventure|Puzzle|Casual|Strategy|Indie,Singleplayer|Для одного игрока|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Глубокий сюжет|Story Rich|Стратегия|Казуальная игра|От третьего лица|Third Person|Головоломка|Exploration|Female Protagonist|Point & Click|Цветастая|3D|Colorful|Изометрия|Isometric|Расслабляющая|Головоломка-платформер|Атмосферная|Relaxing|Linear|Сюрреалистичная|3D-платформер|Surreal|Исследования|Линейная|3D Platformer|Family Sharing|Протагонистка|Abstract|Абстрактная|Puzzle Platformer|Precision Platformer|Платформер на точность|Playable without Timed Input|Camera Comfort|Save Anytime|Mouse Only Option,4.29,PC|iOS|Android,Unknown,,"Set sail for adventure in this new installment of the award-winning Monument Valley game series, exploring an expansive and beautiful world of puzzles.Begin a thrilling new voyage into an enchanting puzzle world. Guide Noor, a young apprentice, through a world of shifting architecture and rising tides as she seeks to restore the fading light.DEFY PERSPECTIVE TO SOLVE PUZZLESTwist gravity. Shift perspectives. Reshape ancient structures. Every puzzle is a new challenge in logic, intuition, and imagination.CHANGE THE WORLD AS YOU EXPLOREFrom serene temples to crumbling ruins, journey through mesmerising environments bursting with colour, mystery, and meaning.SET SAIL THROUGH RISING TIDESNavigate across shifting seas. Your boat companion is the key to unlocking long-lost secrets and hidden paths.THE COMPLETE EXPERIENCE — WITH MORE TO COMEMonument Valley 3 includes the full story at launch, with additional puzzles and chapters arriving post-release.KEY FEATURES
• Solve mind-bending puzzles across breathtaking spaces
• Discover new environments shaped by illusion and perspective
• Experience a rich, emotional journey through impossible geometry and sacred light
• Includes all future updates and content at no extra cost.   Add to your wishlist to be the first to continue Noor’s journey as new chapters unfold. ustwo games are proud independent developers, best known for the award-winning Monument Valley series, Land’s End, Assemble with Care, and Alba: A Wildlife Adventure.",Monument Valley 3,85.8,Sim/Strategy Game,rawg,monument valley 3,
